year,city,county,rate,rate_change
2022,Harbor City (Los Angeles),Los Angeles,0.095,0
2020,Harmony,San Luis Obispo,0.0725,
2021,Harmony,San Luis Obispo,0.0725,0
2022,Harmony,San Luis Obispo,0.0725,0
2020,Harris,Humboldt,0.0775,
2021,Harris,Humboldt,0.0775,0
2022,Harris,Humboldt,0.0775,0
2020,Hat Creek,Shasta,0.0725,
2021,Hat Creek,Shasta,0.0725,0
2022,Hat Creek,Shasta,0.0725,0
2020,Hathaway Pines,Calaveras,0.0725,
2021,Hathaway Pines,Calaveras,0.0725,0
2022,Hathaway Pines,Calaveras,0.0725,0
2020,Havasu Lake,San Bernardino,0.0775,
2021,Havasu Lake,San Bernardino,0.0775,0
2022,Havasu Lake,San Bernardino,0.0775,0
2020,Hawaiian Gardens,Los Angeles,0.095,
2021,Hawaiian Gardens,Los Angeles,0.1025,0.078947368
2022,Hawaiian Gardens,Los Angeles,0.1025,0
2020,Hawthorne,Los Angeles,0.1025,
2021,Hawthorne,Los Angeles,0.1025,0
2022,Hawthorne,Los Angeles,0.1025,0
2020,Hayfork,Trinity,0.0725,
2021,Hayfork,Trinity,0.0725,0
2022,Hayfork,Trinity,0.0725,0
2020,Hayward,Alameda,0.0975,
2021,Hayward,Alameda,0.0975,0
2022,Hayward,Alameda,0.1075,0.102564103
2020,Hazard,Los Angeles,0.095,
2021,Hazard,Los Angeles,0.095,0
2022,Hazard,Los Angeles,0.095,0
2020,Healdsburg,Sonoma,0.0875,
2021,Healdsburg,Sonoma,0.0875,0
2022,Healdsburg,Sonoma,0.09,0.028571429
2020,Heber,Imperial,0.0775,
2021,Heber,Imperial,0.0775,0
2022,Heber,Imperial,0.0775,0
2020,Helena,Trinity,0.0725,
2021,Helena,Trinity,0.0725,0
2022,Helena,Trinity,0.0725,0
2020,Helendale,San Bernardino,0.0775,
2021,Helendale,San Bernardino,0.0775,0
2022,Helendale,San Bernardino,0.0775,0
2020,Helm,Fresno,0.07975,
2021,Helm,Fresno,0.07975,0
2022,Helm,Fresno,0.07975,0
2020,Hemet,Riverside,0.0875,
2021,Hemet,Riverside,0.0875,0
2022,Hemet,Riverside,0.0875,0
2020,Herald,Sacramento,0.0775,
2021,Herald,Sacramento,0.0775,0
2022,Herald,Sacramento,0.0775,0
2020,Hercules,Contra Costa,0.0875,
2021,Hercules,Contra Costa,0.0875,0
2022,Hercules,Contra Costa,0.0925,0.057142857
2020,Herlong,Lassen,0.0725,
2021,Herlong,Lassen,0.0725,0
2022,Herlong,Lassen,0.0725,0
2020,Hermosa Beach,Los Angeles,0.095,
2021,Hermosa Beach,Los Angeles,0.095,0
2022,Hermosa Beach,Los Angeles,0.095,0
2020,Herndon,Fresno,0.07975,
2021,Herndon,Fresno,0.07975,0
2022,Herndon,Fresno,0.07975,0
2020,Hesperia,San Bernardino,0.0775,
2021,Hesperia,San Bernardino,0.0775,0
2022,Hesperia,San Bernardino,0.0775,0
2020,Heyer,Alameda,0.0925,
2021,Heyer,Alameda,0.0925,0
2022,Heyer,Alameda,0.1025,0.108108108
2020,Hickman,Stanislaus,0.07875,
2021,Hickman,Stanislaus,0.07875,0
2022,Hickman,Stanislaus,0.07875,0
2020,Hidden Hills,Los Angeles,0.095,
2021,Hidden Hills,Los Angeles,0.095,0
2022,Hidden Hills,Los Angeles,0.095,0
2020,Highgrove,Riverside,0.0775,
2021,Highgrove,Riverside,0.0775,0
2022,Highgrove,Riverside,0.0775,0
2020,Highland,San Bernardino,0.0775,
2021,Highland,San Bernardino,0.0775,0
2022,Highland,San Bernardino,0.0775,0
2020,Highland Park (Los Angeles),Los Angeles,0.095,
2021,Highland Park (Los Angeles),Los Angeles,0.095,0
2022,Highland Park (Los Angeles),Los Angeles,0.095,0
2020,Highway City (Fresno),Fresno,0.07975,
2021,Highway City (Fresno),Fresno,0.07975,0
2022,Highway City (Fresno),Fresno,0.07975,0
2020,Hillcrest (San Diego),San Diego,0.0775,
2021,Hillcrest (San Diego),San Diego,0.0775,0
2022,Hillcrest (San Diego),San Diego,0.0775,0
2020,Hillsborough,San Mateo,0.0925,
2021,Hillsborough,San Mateo,0.0925,0
2022,Hillsborough,San Mateo,0.09375,0.013513514
2020,Hillsdale (San Mateo),San Mateo,0.095,
2021,Hillsdale (San Mateo),San Mateo,0.095,0
2022,Hillsdale (San Mateo),San Mateo,0.09625,0.013157895
2020,Hilmar,Merced,0.0775,
2021,Hilmar,Merced,0.0775,0
2022,Hilmar,Merced,0.0775,0
2020,Hilt,Siskiyou,0.0725,
2021,Hilt,Siskiyou,0.0725,0
2022,Hilt,Siskiyou,0.0725,0
2020,Hinkley,San Bernardino,0.0775,
2021,Hinkley,San Bernardino,0.0775,0
2022,Hinkley,San Bernardino,0.0775,0
2020,Hobergs,Lake,0.0725,
2021,Hobergs,Lake,0.0725,0
2022,Hobergs,Lake,0.0725,0
2020,Hollister,San Benito,0.0925,
2021,Hollister,San Benito,0.0925,0
2022,Hollister,San Benito,0.0925,0
2020,Hollywood (Los Angeles),Los Angeles,0.095,
2021,Hollywood (Los Angeles),Los Angeles,0.095,0
2022,Hollywood (Los Angeles),Los Angeles,0.095,0
2020,Holmes,Humboldt,0.0775,
2021,Holmes,Humboldt,0.0775,0
2022,Holmes,Humboldt,0.0775,0
2020,Holt,San Joaquin,0.0775,
2021,Holt,San Joaquin,0.0775,0
2022,Holt,San Joaquin,0.0775,0
2020,Holtville,Imperial,0.0775,
2021,Holtville,Imperial,0.0775,0
2022,Holtville,Imperial,0.0775,0
2020,Holy City,Santa Clara,0.09,
2021,Holy City,Santa Clara,0.09,0
2022,Holy City,Santa Clara,0.09125,0.013888889
2020,Homeland,Riverside,0.0775,
2021,Homeland,Riverside,0.0775,0
2022,Homeland,Riverside,0.0775,0
2020,Homestead,Kern,0.0725,
2021,Homestead,Kern,0.0725,0
2022,Homestead,Kern,0.0725,0
2020,Homestead,Riverside,0.0775,
2021,Homestead,Riverside,0.0775,0
2022,Homestead,Riverside,0.0775,0
2020,Homewood,Placer,0.0725,
2021,Homewood,Placer,0.0725,0
2022,Homewood,Placer,0.0725,0
2020,Honby,Los Angeles,0.095,
2021,Honby,Los Angeles,0.095,0
2022,Honby,Los Angeles,0.095,0
2020,Honeydew,Humboldt,0.0775,
2021,Honeydew,Humboldt,0.0775,0
2022,Honeydew,Humboldt,0.0775,0
2020,Hood,Sacramento,0.0775,
2021,Hood,Sacramento,0.0775,0
2022,Hood,Sacramento,0.0775,0
2020,Hoopa,Humboldt,0.0775,
2021,Hoopa,Humboldt,0.0775,0
2022,Hoopa,Humboldt,0.0775,0
2020,Hope Valley (Forest Camp),Alpine,0.0725,
2021,Hope Valley (Forest Camp),Alpine,0.0725,0
2022,Hope Valley (Forest Camp),Alpine,0.0725,0
2020,Hopland,Mendocino,0.07875,
2021,Hopland,Mendocino,0.07875,0
2022,Hopland,Mendocino,0.07875,0
2020,Hornbrook,Siskiyou,0.0725,
2021,Hornbrook,Siskiyou,0.0725,0
2022,Hornbrook,Siskiyou,0.0725,0
2020,Hornitos,Mariposa,0.0775,
2021,Hornitos,Mariposa,0.0775,0
2022,Hornitos,Mariposa,0.0775,0
2020,Horse Creek,Siskiyou,0.0725,
2021,Horse Creek,Siskiyou,0.0725,0
2022,Horse Creek,Siskiyou,0.0725,0
2020,Horse Lake,Lassen,0.0725,
2021,Horse Lake,Lassen,0.0725,0
2022,Horse Lake,Lassen,0.0725,0
2020,Hughson,Stanislaus,0.07875,
2021,Hughson,Stanislaus,0.07875,0
2022,Hughson,Stanislaus,0.07875,0
2020,Hume,Fresno,0.07975,
2021,Hume,Fresno,0.07975,0
2022,Hume,Fresno,0.07975,0
2020,Huntington,Orange,0.0775,
2021,Huntington,Orange,0.0775,0
2022,Huntington,Orange,0.0775,0
2020,Huntington Beach,Orange,0.0775,
2021,Huntington Beach,Orange,0.0775,0
2022,Huntington Beach,Orange,0.0775,0
2020,Huntington Lake,Fresno,0.07975,
2021,Huntington Lake,Fresno,0.07975,0
2022,Huntington Lake,Fresno,0.07975,0
2020,Huntington Park,Los Angeles,0.1025,
2021,Huntington Park,Los Angeles,0.1025,0
2022,Huntington Park,Los Angeles,0.1025,0
2020,Huron,Fresno,0.08975,
2021,Huron,Fresno,0.08975,0
2022,Huron,Fresno,0.08975,0
2020,Hyampom,Trinity,0.0725,
2021,Hyampom,Trinity,0.0725,0
2022,Hyampom,Trinity,0.0725,0
2020,Hyde Park (Los Angeles),Los Angeles,0.095,
2021,Hyde Park (Los Angeles),Los Angeles,0.095,0
2022,Hyde Park (Los Angeles),Los Angeles,0.095,0
2020,Hydesville,Humboldt,0.0775,
2021,Hydesville,Humboldt,0.0775,0
2022,Hydesville,Humboldt,0.0775,0
2020,Idria,San Benito,0.0825,
2021,Idria,San Benito,0.0825,0
2022,Idria,San Benito,0.0825,0
2020,Idyllwild,Riverside,0.0775,
2021,Idyllwild,Riverside,0.0775,0
2022,Idyllwild,Riverside,0.0775,0
2020,Ignacio (Novato),Marin,0.085,
2021,Ignacio (Novato),Marin,0.085,0
2022,Ignacio (Novato),Marin,0.085,0
2020,Igo,Shasta,0.0725,
2021,Igo,Shasta,0.0725,0
2022,Igo,Shasta,0.0725,0
2020,Imola (Napa),Napa,0.0775,
2021,Imola (Napa),Napa,0.0775,0
2022,Imola (Napa),Napa,0.0775,0
2020,Imperial,Imperial,0.0775,
2021,Imperial,Imperial,0.0775,0
2022,Imperial,Imperial,0.0775,0
2020,Imperial Beach,San Diego,0.0775,
2021,Imperial Beach,San Diego,0.0775,0
2022,Imperial Beach,San Diego,0.0875,0.129032258
2020,Independence,Inyo,0.0775,
2021,Independence,Inyo,0.0775,0
2022,Independence,Inyo,0.0775,0
2020,Indian Wells,Riverside,0.0775,
2021,Indian Wells,Riverside,0.0775,0
2022,Indian Wells,Riverside,0.0775,0
2020,Indio,Riverside,0.0875,
2021,Indio,Riverside,0.0875,0
2022,Indio,Riverside,0.0875,0
2020,Industry,Los Angeles,0.095,
2021,Industry,Los Angeles,0.095,0
2022,Industry,Los Angeles,0.095,0
2020,Inglewood,Los Angeles,0.1,
2021,Inglewood,Los Angeles,0.1,0
2022,Inglewood,Los Angeles,0.1,0
2020,Inverness,Marin,0.0825,
2021,Inverness,Marin,0.0825,0
2022,Inverness,Marin,0.0825,0
2020,Inyo,Inyo,0.0775,
2021,Inyo,Inyo,0.0775,0
2022,Inyo,Inyo,0.0775,0
2020,Inyokern,Kern,0.0725,
2021,Inyokern,Kern,0.0725,0
2022,Inyokern,Kern,0.0725,0
2020,Ione,Amador,0.0775,
2021,Ione,Amador,0.0775,0
2022,Ione,Amador,0.0775,0
2020,Iowa Hill,Placer,0.0725,
2021,Iowa Hill,Placer,0.0725,0
2022,Iowa Hill,Placer,0.0725,0
2020,Irvine,Orange,0.0775,
2021,Irvine,Orange,0.0775,0
2022,Irvine,Orange,0.0775,0
2020,Irwindale,Los Angeles,0.095,
2021,Irwindale,Los Angeles,0.1025,0.078947368
2022,Irwindale,Los Angeles,0.1025,0
2020,Isla Vista,Santa Barbara,0.0775,
2021,Isla Vista,Santa Barbara,0.0775,0
2022,Isla Vista,Santa Barbara,0.0775,0
2020,Island Mountain,Trinity,0.0725,
2021,Island Mountain,Trinity,0.0725,0
2022,Island Mountain,Trinity,0.0725,0
2020,Isleton,Sacramento,0.0875,
2021,Isleton,Sacramento,0.0875,0
2022,Isleton,Sacramento,0.0825,-0.057142857
2020,Ivanhoe,Tulare,0.0775,
2021,Ivanhoe,Tulare,0.0775,0
2022,Ivanhoe,Tulare,0.0775,0
2020,Ivanpah,San Bernardino,0.0775,
2021,Ivanpah,San Bernardino,0.0775,0
2022,Ivanpah,San Bernardino,0.0775,0
2020,Jackson,Amador,0.0775,
2021,Jackson,Amador,0.0775,0
2022,Jackson,Amador,0.0775,0
2020,Jacumba,San Diego,0.0775,
2021,Jacumba,San Diego,0.0775,0
2022,Jacumba,San Diego,0.0775,0
2020,Jamacha,San Diego,0.0775,
2021,Jamacha,San Diego,0.0775,0
2022,Jamacha,San Diego,0.0775,0
2020,Jamestown,Tuolumne,0.0725,
2021,Jamestown,Tuolumne,0.0725,0
2022,Jamestown,Tuolumne,0.0725,0
2020,Jamul,San Diego,0.0775,
2021,Jamul,San Diego,0.0775,0
2022,Jamul,San Diego,0.0775,0
2020,Janesville,Lassen,0.0725,
2021,Janesville,Lassen,0.0725,0
2022,Janesville,Lassen,0.0725,0
2020,Jenner,Sonoma,0.0825,
2021,Jenner,Sonoma,0.0825,0
2022,Jenner,Sonoma,0.085,0.03030303
2020,Johannesburg,Kern,0.0725,
2021,Johannesburg,Kern,0.0725,0
2022,Johannesburg,Kern,0.0725,0
2020,Johnsondale,Tulare,0.0775,
2021,Johnsondale,Tulare,0.0775,0
2022,Johnsondale,Tulare,0.0775,0
2020,Johnstonville,Lassen,0.0725,
2021,Johnstonville,Lassen,0.0725,0
2022,Johnstonville,Lassen,0.0725,0
2020,Johnstown,San Diego,0.0775,
2021,Johnstown,San Diego,0.0775,0
2022,Johnstown,San Diego,0.0775,0
2020,Jolon,Monterey,0.0775,
2021,Jolon,Monterey,0.0775,0
2022,Jolon,Monterey,0.0775,0
2020,Joshua Tree,San Bernardino,0.0775,
2021,Joshua Tree,San Bernardino,0.0775,0
2022,Joshua Tree,San Bernardino,0.0775,0
2020,Julian,San Diego,0.0775,
2021,Julian,San Diego,0.0775,0
2022,Julian,San Diego,0.0775,0
2020,Junction City,Trinity,0.0725,
2021,Junction City,Trinity,0.0725,0
2022,Junction City,Trinity,0.0725,0
2020,June Lake,Mono,0.0725,
2021,June Lake,Mono,0.0725,0
2022,June Lake,Mono,0.0725,0
2020,Juniper,Lassen,0.0725,
2021,Juniper,Lassen,0.0725,0
2022,Juniper,Lassen,0.0725,0
2020,Jurupa Valley,Riverside,0.0775,
2021,Jurupa Valley,Riverside,0.0775,0
2022,Jurupa Valley,Riverside,0.0775,0
2020,Kagel Canyon,Los Angeles,0.095,
2021,Kagel Canyon,Los Angeles,0.095,0
2022,Kagel Canyon,Los Angeles,0.095,0
2020,Kaweah,Tulare,0.0775,
2021,Kaweah,Tulare,0.0775,0
2022,Kaweah,Tulare,0.0775,0
2020,Keddie,Plumas,0.0725,
2021,Keddie,Plumas,0.0725,0
2022,Keddie,Plumas,0.0725,0
2020,Keeler,Inyo,0.0775,
2021,Keeler,Inyo,0.0775,0
2022,Keeler,Inyo,0.0775,0
2020,Keene,Kern,0.0725,
2021,Keene,Kern,0.0725,0
2022,Keene,Kern,0.0725,0
2020,Kelsey,El Dorado,0.0725,
2021,Kelsey,El Dorado,0.0725,0
2022,Kelsey,El Dorado,0.0725,0
2020,Kelseyville,Lake,0.0725,
2021,Kelseyville,Lake,0.0725,0
2022,Kelseyville,Lake,0.0725,0
2020,Kelso,San Bernardino,0.0775,
2021,Kelso,San Bernardino,0.0775,0
2022,Kelso,San Bernardino,0.0775,0
2020,Kensington,Contra Costa,0.0825,
2021,Kensington,Contra Costa,0.0825,0
2022,Kensington,Contra Costa,0.0875,0.060606061
2020,Kentfield,Marin,0.0825,
2021,Kentfield,Marin,0.0825,0
2022,Kentfield,Marin,0.0825,0
2020,Kenwood,Sonoma,0.0825,
2021,Kenwood,Sonoma,0.0825,0
2022,Kenwood,Sonoma,0.085,0.03030303
2020,Kerman,Fresno,0.08975,
2021,Kerman,Fresno,0.08975,0
2022,Kerman,Fresno,0.08975,0
2020,Kernville,Kern,0.0725,
2021,Kernville,Kern,0.0725,0
2022,Kernville,Kern,0.0725,0
2020,Keswick,Shasta,0.0725,
2021,Keswick,Shasta,0.0725,0
2022,Keswick,Shasta,0.0725,0
2020,Kettleman City,Kings,0.0725,
2021,Kettleman City,Kings,0.0725,0
2022,Kettleman City,Kings,0.0725,0
2020,Keyes,Stanislaus,0.07875,
2021,Keyes,Stanislaus,0.07875,0
2022,Keyes,Stanislaus,0.07875,0
2020,King City,Monterey,0.0875,
2021,King City,Monterey,0.0875,0
2022,King City,Monterey,0.0875,0
2020,Kings Beach,Placer,0.0725,
2021,Kings Beach,Placer,0.0725,0
2022,Kings Beach,Placer,0.0725,0
2020,Kings Canyon National Park,Tulare,0.0775,
2021,Kings Canyon National Park,Tulare,0.0775,0
2022,Kings Canyon National Park,Tulare,0.0775,0
2020,Kingsburg,Fresno,0.08975,
2021,Kingsburg,Fresno,0.08975,0
2022,Kingsburg,Fresno,0.08975,0
2020,Kinyon,Siskiyou,0.0725,
2021,Kinyon,Siskiyou,0.0725,0
2022,Kinyon,Siskiyou,0.0725,0
2020,Kirkwood,Alpine,0.0725,
2021,Kirkwood,Alpine,0.0725,0
2022,Kirkwood,Alpine,0.0725,0
2020,Kit Carson,Amador,0.0775,
2021,Kit Carson,Amador,0.0775,0
2022,Kit Carson,Amador,0.0775,0
2020,Klamath,Del Norte,0.075,
2021,Klamath,Del Norte,0.075,0
2022,Klamath,Del Norte,0.085,0.133333333
2020,Klamath River,Siskiyou,0.0725,
2021,Klamath River,Siskiyou,0.0725,0
2022,Klamath River,Siskiyou,0.0725,0
2020,Kneeland,Humboldt,0.0775,
2021,Kneeland,Humboldt,0.0775,0
2022,Kneeland,Humboldt,0.0775,0
2020,Knights Ferry,Stanislaus,0.07875,
2021,Knights Ferry,Stanislaus,0.07875,0
2022,Knights Ferry,Stanislaus,0.07875,0
2020,Knights Landing,Yolo,0.0725,
2021,Knights Landing,Yolo,0.0725,0
2022,Knights Landing,Yolo,0.0725,0
2020,Knightsen,Contra Costa,0.0825,
2021,Knightsen,Contra Costa,0.0825,0
2022,Knightsen,Contra Costa,0.0875,0.060606061
2020,Korbel,Humboldt,0.0775,
2021,Korbel,Humboldt,0.0775,0
2022,Korbel,Humboldt,0.0775,0
2020,Korbel,Sonoma,0.0825,
2021,Korbel,Sonoma,0.0825,0
2022,Korbel,Sonoma,0.085,0.03030303
2020,Kyburz,El Dorado,0.0725,
2021,Kyburz,El Dorado,0.0725,0
2022,Kyburz,El Dorado,0.0725,0
2020,L.A. Airport (Los Angeles),Los Angeles,0.095,
2021,L.A. Airport (Los Angeles),Los Angeles,0.095,0
2022,L.A. Airport (Los Angeles),Los Angeles,0.095,0
2020,La Canada- Flintridge,Los Angeles,0.095,
2021,La Canada- Flintridge,Los Angeles,0.095,0
2022,La Canada- Flintridge,Los Angeles,0.095,0
2020,La Crescenta,Los Angeles,0.095,
2021,La Crescenta,Los Angeles,0.095,0
2022,La Crescenta,Los Angeles,0.095,0
2020,La Cresta Village,Kern,0.0725,
2021,La Cresta Village,Kern,0.0725,0
2022,La Cresta Village,Kern,0.0725,0
2020,La Grange,Stanislaus,0.07875,
2021,La Grange,Stanislaus,0.07875,0
2022,La Grange,Stanislaus,0.07875,0
2020,La Habra,Orange,0.0825,
2021,La Habra,Orange,0.0825,0
2022,La Habra,Orange,0.0825,0
2020,La Habra Heights,Los Angeles,0.095,
2021,La Habra Heights,Los Angeles,0.095,0
2022,La Habra Heights,Los Angeles,0.095,0
2020,La Honda,San Mateo,0.0925,
2021,La Honda,San Mateo,0.0925,0
2022,La Honda,San Mateo,0.09375,0.013513514
2020,La Jolla (San Diego),San Diego,0.0775,
2021,La Jolla (San Diego),San Diego,0.0775,0
2022,La Jolla (San Diego),San Diego,0.0775,0
2020,La Mesa,San Diego,0.085,
2021,La Mesa,San Diego,0.085,0
2022,La Mesa,San Diego,0.085,0
2020,La Mirada,Los Angeles,0.095,
2021,La Mirada,Los Angeles,0.095,0
2022,La Mirada,Los Angeles,0.095,0
2020,La Palma,Orange,0.0875,
2021,La Palma,Orange,0.0875,0
2022,La Palma,Orange,0.0875,0
2020,La Porte,Plumas,0.0725,
2021,La Porte,Plumas,0.0725,0
2022,La Porte,Plumas,0.0725,0
2020,La Puente,Los Angeles,0.1,
2021,La Puente,Los Angeles,0.1,0
2022,La Puente,Los Angeles,0.1,0
2020,La Quinta,Riverside,0.0875,
2021,La Quinta,Riverside,0.0875,0
2022,La Quinta,Riverside,0.0875,0
2020,La Selva Beach,Santa Cruz,0.09,
2021,La Selva Beach,Santa Cruz,0.09,0
2022,La Selva Beach,Santa Cruz,0.09,0
2020,La Verne,Los Angeles,0.095,
2021,La Verne,Los Angeles,0.1025,0.078947368
2022,La Verne,Los Angeles,0.1025,0
2020,La Vina,Los Angeles,0.095,
2021,La Vina,Los Angeles,0.095,0
2022,La Vina,Los Angeles,0.095,0
2020,Ladera,San Mateo,0.0925,
2021,Ladera,San Mateo,0.0925,0
2022,Ladera,San Mateo,0.09375,0.013513514
2020,Ladera Heights,Los Angeles,0.095,
2021,Ladera Heights,Los Angeles,0.095,0
2022,Ladera Heights,Los Angeles,0.095,0
2020,Ladera Ranch,Orange,0.0775,
2021,Ladera Ranch,Orange,0.0775,0
2022,Ladera Ranch,Orange,0.0775,0
2020,Lafayette,Contra Costa,0.0825,
2021,Lafayette,Contra Costa,0.0825,0
2022,Lafayette,Contra Costa,0.0875,0.060606061
2020,Laguna Beach,Orange,0.0775,
2021,Laguna Beach,Orange,0.0775,0
2022,Laguna Beach,Orange,0.0775,0
2020,Laguna Hills,Orange,0.0775,
2021,Laguna Hills,Orange,0.0775,0
2022,Laguna Hills,Orange,0.0775,0
2020,Laguna Niguel,Orange,0.0775,
2021,Laguna Niguel,Orange,0.0775,0
2022,Laguna Niguel,Orange,0.0775,0
2020,Laguna Woods,Orange,0.0775,
2021,Laguna Woods,Orange,0.0775,0
2022,Laguna Woods,Orange,0.0775,0
2020,Lagunitas,Marin,0.0825,
2021,Lagunitas,Marin,0.0825,0
2022,Lagunitas,Marin,0.0825,0
2020,Lake Alpine,Alpine,0.0725,
2021,Lake Alpine,Alpine,0.0725,0
2022,Lake Alpine,Alpine,0.0725,0
2020,Lake Arrowhead,San Bernardino,0.0775,
2021,Lake Arrowhead,San Bernardino,0.0775,0
2022,Lake Arrowhead,San Bernardino,0.0775,0
2020,Lake City,Modoc,0.0725,
2021,Lake City,Modoc,0.0725,0
2022,Lake City,Modoc,0.0725,0
2020,Lake City,Nevada,0.075,
2021,Lake City,Nevada,0.075,0
2022,Lake City,Nevada,0.075,0
2020,Lake Elsinore,Riverside,0.0775,
2021,Lake Elsinore,Riverside,0.0775,0
2022,Lake Elsinore,Riverside,0.0875,0.129032258
2020,Lake Forest,Orange,0.0775,
2021,Lake Forest,Orange,0.0775,0
2022,Lake Forest,Orange,0.0775,0
2020,Lake Hughes,Los Angeles,0.095,
2021,Lake Hughes,Los Angeles,0.095,0
2022,Lake Hughes,Los Angeles,0.095,0
2020,Lake Isabella,Kern,0.0725,
2021,Lake Isabella,Kern,0.0725,0
2022,Lake Isabella,Kern,0.0725,0
2020,Lake Los Angeles,Los Angeles,0.095,
2021,Lake Los Angeles,Los Angeles,0.095,0
2022,Lake Los Angeles,Los Angeles,0.095,0
2020,Lake Mary,Mono,0.0725,
2021,Lake Mary,Mono,0.0725,0
2022,Lake Mary,Mono,0.0725,0
2020,Lake San Marcos,San Diego,0.0775,
2021,Lake San Marcos,San Diego,0.0775,0
2022,Lake San Marcos,San Diego,0.0775,0
2020,Lake Shastina,Siskiyou,0.0725,
2021,Lake Shastina,Siskiyou,0.0725,0
2022,Lake Shastina,Siskiyou,0.0725,0
2020,Lake Sherwood,Ventura,0.0725,
2021,Lake Sherwood,Ventura,0.0725,0
2022,Lake Sherwood,Ventura,0.0725,0
2020,Lakehead,Shasta,0.0725,
2021,Lakehead,Shasta,0.0725,0
2022,Lakehead,Shasta,0.0725,0
2020,Lakeport,Lake,0.0875,
2021,Lakeport,Lake,0.0875,0
2022,Lakeport,Lake,0.0875,0
2020,Lakeshore,Fresno,0.07975,
2021,Lakeshore,Fresno,0.07975,0
2022,Lakeshore,Fresno,0.07975,0
2020,Lakeside,San Diego,0.0775,
2021,Lakeside,San Diego,0.0775,0
2022,Lakeside,San Diego,0.0775,0
2020,Lakeview,Riverside,0.0775,
2021,Lakeview,Riverside,0.0775,0
2022,Lakeview,Riverside,0.0775,0
2020,Lakeview Terrace (Los Angeles),Los Angeles,0.095,
2021,Lakeview Terrace (Los Angeles),Los Angeles,0.095,0
2022,Lakeview Terrace (Los Angeles),Los Angeles,0.095,0
2020,Lakewood,Los Angeles,0.095,
2021,Lakewood,Los Angeles,0.1025,0.078947368
2022,Lakewood,Los Angeles,0.1025,0
2020,Lamont,Kern,0.0725,
2021,Lamont,Kern,0.0725,0
2022,Lamont,Kern,0.0725,0
2020,Lancaster,Los Angeles,0.095,
2021,Lancaster,Los Angeles,0.095,0
2022,Lancaster,Los Angeles,0.1025,0.078947368
2020,Landers,San Bernardino,0.0775,
2021,Landers,San Bernardino,0.0775,0
2022,Landers,San Bernardino,0.0775,0
2020,Landscape,Alameda,0.0925,
2021,Landscape,Alameda,0.0925,0
2022,Landscape,Alameda,0.1025,0.108108108
2020,Lang,Los Angeles,0.095,
2021,Lang,Los Angeles,0.095,0
2022,Lang,Los Angeles,0.095,0
2020,Larkfield,Sonoma,0.0825,
2021,Larkfield,Sonoma,0.0825,0
2022,Larkfield,Sonoma,0.085,0.03030303
2020,Larkspur,Marin,0.09,
2021,Larkspur,Marin,0.09,0
2022,Larkspur,Marin,0.09,0
2020,Larwin Plaza,Solano,0.07375,
2021,Larwin Plaza,Solano,0.07375,0
2022,Larwin Plaza,Solano,0.07375,0
2020,Lathrop,San Joaquin,0.0875,
2021,Lathrop,San Joaquin,0.0875,0
2022,Lathrop,San Joaquin,0.0875,0
2020,Laton,Fresno,0.07975,
2021,Laton,Fresno,0.07975,0
2022,Laton,Fresno,0.07975,0
2020,Lawndale,Los Angeles,0.1025,
2021,Lawndale,Los Angeles,0.1025,0
2022,Lawndale,Los Angeles,0.1025,0
2020,Laws,Inyo,0.0775,
2021,Laws,Inyo,0.0775,0
2022,Laws,Inyo,0.0775,0
2020,Laytonville,Mendocino,0.07875,
2021,Laytonville,Mendocino,0.07875,0
2022,Laytonville,Mendocino,0.07875,0
2020,Le Grand (Also Legrand),Merced,0.0775,
2021,Le Grand (Also Legrand),Merced,0.0775,0
2022,Le Grand (Also Legrand),Merced,0.0775,0
2020,Lebec,Kern,0.0725,
2021,Lebec,Kern,0.0725,0
2022,Lebec,Kern,0.0725,0
2020,Lee Vining,Mono,0.0725,
2021,Lee Vining,Mono,0.0725,0
2022,Lee Vining,Mono,0.0725,0
2020,Leggett,Mendocino,0.07875,
2021,Leggett,Mendocino,0.07875,0
2022,Leggett,Mendocino,0.07875,0
2020,Leisure World,Orange,0.0775,
2021,Leisure World,Orange,0.0775,0
2022,Leisure World,Orange,0.0775,0
2020,Leisure World (Seal Beach),Orange,0.0875,
2021,Leisure World (Seal Beach),Orange,0.0875,0
2022,Leisure World (Seal Beach),Orange,0.0875,0
2020,Lemon Grove,San Diego,0.0775,
2021,Lemon Grove,San Diego,0.0775,0
2022,Lemon Grove,San Diego,0.0775,0
2020,Lemoncove,Tulare,0.0775,
2021,Lemoncove,Tulare,0.0775,0
2022,Lemoncove,Tulare,0.0775,0
2020,Lemoore,Kings,0.0725,
2021,Lemoore,Kings,0.0725,0
2022,Lemoore,Kings,0.0725,0
2020,Lennox,Los Angeles,0.095,
2021,Lennox,Los Angeles,0.095,0
2022,Lennox,Los Angeles,0.095,0
2020,Lenwood,San Bernardino,0.0775,
2021,Lenwood,San Bernardino,0.0775,0
2022,Lenwood,San Bernardino,0.0775,0
2020,Leona Valley,Los Angeles,0.095,
2021,Leona Valley,Los Angeles,0.095,0
2022,Leona Valley,Los Angeles,0.095,0
2020,Leucadia (Encinitas),San Diego,0.0775,
2021,Leucadia (Encinitas),San Diego,0.0775,0
